backcross_non_II,current_rob_non_II,anc_rob_non_II,non_II_t0,non_II_t1,backcross_II,other_back_II,self_back_II,current_freq,current_rob_II,anc_rob_II,II_t0,II_t1,N,r,stp,Ne,Sim
0.94,0.857,0.744,3,33,0.94,0.12,0.86,0.54,0.843,0.814,48,128,100,0.01,0,36.556,0
0.98,0.707,0.72,11,42,0.94,0.35,0.83,0.52,0.702,0.68,26,104,100,0.01,0,52.194,1
0.85,0.621,0.653,14,72,0.85,0.15,0.91,0.58,0.638,0.653,14,60,100,0.01,0,39.88,2
1.0,0.825,0.887,3,50,1.0,0.48,1.0,1.0,0.8,0.872,61,219,100,0.01,0,59.888,3
1.0,0.845,0.857,3,47,1.0,0.35,0.99,0.54,0.879,0.876,165,205,100,0.01,0,42.846,4
0.8,0.661,0.688,34,63,0.3,0.06,0.73,0.51,0.711,0.665,160,180,100,0.01,0,76.706,5
1.0,0.683,0.758,98,116,1.0,0.15,0.99,0.51,0.736,0.716,197,265,100,0.01,0,101.8,6
0.19,0.425,0.33,37,77,0.97,0.43,1.0,1.0,0.689,0.313,32,264,100,0.01,0,51.1,7
0.63,0.708,0.701,48,71,0.95,0.14,0.89,0.52,0.706,0.75,191,214,100,0.01,0,43.72,8
0.99,0.616,0.584,24,59,0.68,0.32,0.69,0.51,0.59,0.662,102,142,100,0.01,0,49.207,9
1.0,0.703,0.75,21,49,1.0,0.44,1.0,0.99,0.788,0.75,21,213,100,0.01,0,52.517,10
0.97,0.684,0.712,13,45,0.97,0.48,1.0,0.51,0.7,0.712,13,51,100,0.01,0,64.248,11
0.93,0.77,0.799,6,69,0.91,0.49,0.97,0.66,0.69,0.783,5,84,100,0.01,0,30.53,12
1.0,0.59,0.563,5,22,0.96,0.44,0.94,0.5,0.538,0.649,36,85,100,0.01,0,80.488,13
1.0,0.872,0.795,34,96,0.95,0.46,1.0,0.67,0.862,0.814,115,226,100,0.01,0,164.676,14
0.75,0.661,0.675,45,69,1.0,0.42,0.89,0.51,0.599,0.692,64,115,100,0.01,0,45.503,15
1.0,0.57,0.514,22,97,0.94,0.47,1.0,1.0,0.685,0.559,89,322,100,0.01,0,90.521,16
1.0,0.694,0.631,11,53,0.74,0.49,0.99,0.57,0.51,0.504,131,173,100,0.01,0,36.01,17
0.99,0.797,0.744,13,58,0.67,0.46,1.0,0.55,0.676,0.722,33,108,100,0.01,0,58.383,18
0.85,0.793,0.765,1,57,0.85,0.49,0.99,0.52,0.815,0.765,1,29,100,0.01,0,201.83,19
1.0,0.828,0.785,1,47,0.63,0.12,0.96,0.5,0.604,0.807,58,94,100,0.01,0,89.559,20
1.0,0.756,0.78,22,51,0.24,0.49,0.87,0.5,0.797,0.79,92,137,100,0.01,0,60.742,21
1.0,0.657,0.645,3,45,0.33,0.17,0.81,0.5,0.654,0.674,30,76,100,0.01,0,51.123,22
1.0,0.803,0.689,24,58,0.72,0.29,0.88,0.51,0.758,0.697,5,38,100,0.01,0,31.418,23
0.85,0.783,0.766,21,42,0.49,0.13,0.89,0.58,0.705,0.732,55,97,100,0.01,0,44.002,24
0.95,0.647,0.635,41,75,0.87,0.46,1.0,0.99,0.618,0.623,60,240,100,0.01,0,60.517,25
0.98,0.805,0.774,44,95,0.61,0.27,0.77,0.5,0.768,0.717,23,83,100,0.01,0,58.015,26
0.98,0.467,0.539,44,62,0.7,0.46,0.94,0.92,0.397,0.507,20,84,100,0.01,0,114.221,27
0.98,0.724,0.764,2,49,0.82,0.24,1.0,0.51,0.778,0.789,216,267,100,0.01,0,65.04,28
0.82,0.813,0.812,11,34,0.88,0.44,1.0,1.0,0.879,0.849,60,133,100,0.01,0,33.0,29
0.95,0.65,0.654,12,36,0.75,0.05,0.94,0.53,0.644,0.623,93,121,100,0.01,0,167.05,30
1.0,0.718,0.734,83,126,0.96,0.13,0.85,0.5,0.514,0.73,227,282,100,0.01,0,56.466,31
1.0,0.699,0.536,4,79,0.97,0.46,0.84,0.53,0.577,0.702,66,106,100,0.01,0,37.171,32
1.0,0.585,0.543,13,45,0.19,0.15,0.79,0.55,0.596,0.56,78,128,100,0.01,0,70.245,33
1.0,0.716,0.659,40,96,0.26,0.22,0.52,0.51,0.67,0.715,116,167,100,0.01,0,157.238,34
0.63,0.547,0.635,15,39,0.63,0.47,0.71,0.51,0.565,0.635,15,35,100,0.01,0,62.099,35
0.92,0.78,0.73,42,63,0.92,0.42,0.87,0.51,0.763,0.803,201,253,100,0.01,0,36.818,36
1.0,0.501,0.572,28,50,0.52,0.48,0.8,0.6,0.501,0.585,11,50,100,0.01,0,49.362,37
0.9,0.902,0.944,2,38,0.85,0.47,0.78,0.52,0.763,0.895,64,101,100,0.01,0,44.516,38
0.76,0.764,0.821,21,61,0.61,0.07,0.97,0.54,0.741,0.756,1,64,100,0.01,0,31.522,39
1.0,0.624,0.579,16,41,0.91,0.17,1.0,0.52,0.662,0.604,22,126,100,0.01,0,38.971,40
0.71,0.684,0.719,31,101,0.71,0.49,1.0,1.0,0.601,0.719,31,243,100,0.01,0,49.9,41
1.0,0.649,0.74,14,42,0.69,0.5,0.78,0.51,0.609,0.709,24,66,100,0.01,0,33.376,42
1.0,0.883,0.736,17,47,0.95,0.17,0.97,0.5,0.727,0.874,128,214,100,0.01,0,215.398,43
0.99,0.69,0.732,3,18,0.14,0.09,0.84,0.55,0.568,0.663,18,102,100,0.01,0,73.05,44
0.98,0.704,0.771,7,39,0.91,0.5,1.0,0.84,0.525,0.69,40,148,100,0.01,0,56.924,45
1.0,0.863,0.833,19,93,0.96,0.42,0.85,0.54,0.791,0.832,67,167,100,0.01,0,52.578,46
1.0,0.67,0.634,38,64,0.88,0.43,0.53,0.5,0.576,0.655,112,144,100,0.01,0,53.872,47
1.0,0.507,0.362,5,23,0.98,0.24,0.89,0.5,0.587,0.588,144,193,100,0.01,0,105.661,48
0.53,0.655,0.633,29,63,0.29,0.49,0.99,0.74,0.701,0.651,33,111,100,0.01,0,39.983,49
0.95,0.667,0.664,38,92,0.88,0.08,1.0,0.55,0.76,0.712,96,121,100,0.01,0,37.407,50
1.0,0.487,0.463,67,127,0.68,0.46,1.0,1.0,0.555,0.508,115,273,100,0.01,0,95.907,51
1.0,0.447,0.511,21,75,0.45,0.23,0.55,0.5,0.624,0.559,132,170,100,0.01,0,58.347,52
1.0,0.714,0.76,6,41,0.48,0.22,0.64,0.51,0.587,0.662,53,88,100,0.01,0,26.476,53
1.0,0.592,0.613,29,119,0.95,0.49,0.97,0.61,0.552,0.519,150,206,100,0.01,0,49.103,54
1.0,0.636,0.584,4,40,0.24,0.45,0.67,0.67,0.639,0.604,68,151,100,0.01,0,35.649,55
0.85,0.63,0.653,11,53,0.74,0.5,0.83,0.53,0.597,0.554,86,151,100,0.01,0,29.058,56
0.73,0.677,0.685,33,86,1.0,0.33,0.93,0.51,0.603,0.649,95,144,100,0.01,0,112.206,57
0.83,0.53,0.604,15,49,0.17,0.47,0.74,0.67,0.605,0.575,151,213,100,0.01,0,200.195,58
0.9,0.683,0.659,13,42,0.9,0.5,0.98,0.75,0.643,0.696,42,190,100,0.01,0,41.789,59
0.92,0.678,0.793,29,67,0.91,0.48,1.0,1.0,0.726,0.749,26,120,100,0.01,0,37.163,60
0.8,0.647,0.624,6,90,0.9,0.43,1.0,0.53,0.646,0.678,38,121,100,0.01,0,91.372,61
0.75,0.696,0.736,22,49,0.75,0.5,0.94,0.64,0.653,0.736,22,66,100,0.01,0,41.893,62
0.99,0.885,0.867,53,110,0.61,0.49,0.93,0.54,0.746,0.823,149,205,100,0.01,0,63.935,63
0.84,0.586,0.542,26,68,0.81,0.48,0.81,0.51,0.685,0.729,122,163,100,0.01,0,47.432,64
0.74,0.797,0.75,11,57,0.59,0.29,0.82,0.57,0.731,0.814,74,118,100,0.01,0,80.35,65
0.98,0.569,0.514,35,72,1.0,0.22,1.0,0.55,0.643,0.633,160,294,100,0.01,0,59.905,66
0.98,0.682,0.73,106,163,0.46,0.47,0.68,0.5,0.688,0.798,97,139,100,0.01,0,93.57,67
0.95,0.734,0.739,45,83,0.49,0.47,0.62,0.52,0.669,0.6,153,189,100,0.01,0,62.52,68
0.97,0.613,0.731,9,53,0.26,0.18,0.59,0.56,0.68,0.675,26,73,100,0.01,0,48.19,69
0.91,0.756,0.705,35,68,1.0,0.24,1.0,0.56,0.84,0.804,99,150,100,0.01,0,68.071,70
0.98,0.734,0.684,29,71,0.9,0.47,1.0,0.62,0.692,0.669,142,205,100,0.01,0,85.063,71
1.0,0.601,0.595,6,79,0.94,0.49,1.0,0.89,0.544,0.602,33,103,100,0.01,0,52.19,72
1.0,0.787,0.759,48,114,0.99,0.47,0.9,0.5,0.696,0.767,187,282,100,0.01,0,43.6,73
0.42,0.602,0.66,25,65,0.42,0.4,0.99,0.52,0.66,0.66,25,112,100,0.01,0,180.22,74
1.0,0.781,0.766,22,57,0.31,0.43,0.72,0.54,0.797,0.809,123,165,100,0.01,0,145.017,75
1.0,0.774,0.831,6,48,0.81,0.48,0.97,0.5,0.844,0.764,53,96,100,0.01,0,96.694,76
0.95,0.578,0.562,20,64,0.93,0.23,0.74,0.5,0.587,0.562,97,134,100,0.01,0,62.218,77
1.0,0.874,0.893,4,44,0.81,0.41,1.0,0.52,0.767,0.838,65,108,100,0.01,0,34.704,78
1.0,0.599,0.556,32,106,0.86,0.45,0.73,0.54,0.559,0.625,127,280,100,0.01,0,36.956,79
0.91,0.624,0.53,2,20,0.55,0.26,0.99,0.5,0.544,0.603,60,198,100,0.01,0,32.498,80
0.91,0.682,0.714,3,35,0.91,0.44,0.81,0.53,0.637,0.714,3,47,100,0.01,0,78.626,81
0.83,0.611,0.641,17,40,0.82,0.5,0.67,0.5,0.61,0.649,9,142,100,0.01,0,55.639,82
0.99,0.616,0.683,21,37,1.0,0.45,1.0,0.79,0.839,0.589,71,323,100,0.01,0,62.527,83
1.0,0.566,0.673,2,24,0.18,0.3,0.61,0.5,0.553,0.624,9,23,100,0.01,0,60.437,84
0.94,0.832,0.844,19,78,0.97,0.49,1.0,1.0,0.724,0.868,15,306,100,0.01,0,32.045,85
0.95,0.633,0.496,15,91,0.68,0.48,1.0,0.92,0.624,0.572,77,157,100,0.01,0,42.781,86
1.0,0.648,0.827,36,74,0.98,0.18,0.98,0.51,0.634,0.79,115,195,100,0.01,0,81.441,87
1.0,0.755,0.855,48,131,0.83,0.46,0.96,0.84,0.605,0.731,118,257,100,0.01,0,47.274,88
0.97,0.802,0.875,14,65,1.0,0.48,1.0,1.0,0.955,0.893,177,392,100,0.01,0,35.984,89
1.0,0.893,0.87,4,56,0.67,0.5,1.0,0.98,0.72,0.869,67,208,100,0.01,0,48.293,90
0.87,0.693,0.647,4,40,0.51,0.33,0.89,0.52,0.611,0.635,10,130,100,0.01,0,91.535,91
0.92,0.765,0.715,25,59,0.81,0.44,1.0,0.69,0.656,0.709,19,113,100,0.01,0,46.99,92
0.54,0.597,0.581,20,58,1.0,0.5,1.0,0.99,0.708,0.54,75,257,100,0.01,0,123.851,93
1.0,0.782,0.803,76,110,1.0,0.5,1.0,1.0,0.798,0.803,66,231,100,0.01,0,53.075,94
0.95,0.602,0.628,6,32,0.88,0.5,0.88,0.88,0.709,0.731,175,288,100,0.01,0,61.688,95
1.0,0.748,0.85,39,65,0.89,0.33,0.83,0.56,0.683,0.778,57,153,100,0.01,0,59.499,96
0.72,0.747,0.625,24,64,0.96,0.49,1.0,1.0,0.653,0.703,50,237,100,0.01,0,48.701,97
1.0,0.836,0.812,37,79,0.86,0.48,1.0,0.53,0.791,0.714,302,381,100,0.01,0,88.548,98
0.95,0.748,0.752,57,138,0.81,0.48,0.93,0.74,0.738,0.72,97,242,100,0.01,0,238.329,99
1.0,0.741,0.626,4,47,0.91,0.29,0.74,0.54,0.623,0.667,164,356,100,0.01,0,145.053,100
1.0,0.668,0.631,17,48,0.19,0.39,0.8,0.54,0.634,0.608,110,151,100,0.01,0,76.473,101
1.0,0.7,0.766,6,35,1.0,0.48,1.0,1.0,0.736,0.766,6,73,100,0.01,0,51.503,102
0.68,0.709,0.688,9,53,0.52,0.21,0.81,0.52,0.814,0.728,64,133,100,0.01,0,40.198,103
1.0,0.658,0.596,1,24,0.82,0.41,1.0,0.51,0.591,0.641,90,154,100,0.01,0,100.654,104
1.0,0.674,0.653,22,47,0.94,0.08,0.95,0.56,0.514,0.676,58,106,100,0.01,0,165.862,105
1.0,0.617,0.653,47,85,0.95,0.5,1.0,0.77,0.761,0.735,141,265,100,0.01,0,57.913,106
0.97,0.797,0.868,3,79,0.25,0.43,0.6,0.55,0.775,0.789,102,152,100,0.01,0,29.708,107
1.0,0.565,0.524,6,45,0.33,0.43,0.96,0.59,0.562,0.612,27,111,100,0.01,0,34.883,108
0.99,0.718,0.641,5,28,0.99,0.5,0.96,0.82,0.741,0.641,5,100,100,0.01,0,64.013,109
0.8,0.517,0.54,15,44,0.8,0.47,1.0,0.97,0.631,0.54,15,118,100,0.01,0,85.123,110
1.0,0.637,0.657,76,116,1.0,0.25,1.0,0.5,0.703,0.684,83,169,100,0.01,0,143.533,111
0.91,0.754,0.758,14,33,1.0,0.12,1.0,0.52,0.844,0.817,148,201,100,0.01,0,56.561,112
1.0,0.834,0.785,1,37,0.79,0.27,0.87,0.52,0.723,0.876,62,113,100,0.01,0,81.597,113
1.0,0.717,0.749,13,33,0.76,0.47,0.89,0.52,0.611,0.599,164,205,100,0.01,0,27.413,114
0.49,0.569,0.573,91,111,0.97,0.2,1.0,0.53,0.573,0.593,87,103,100,0.01,0,114.315,115
0.96,0.782,0.815,77,99,0.88,0.35,1.0,0.5,0.723,0.896,156,281,100,0.01,0,89.73,116
1.0,0.671,0.537,16,55,0.84,0.23,0.95,0.53,0.773,0.716,65,169,100,0.01,0,97.488,117
0.85,0.697,0.69,12,41,0.89,0.43,0.96,0.54,0.583,0.68,9,58,100,0.01,0,51.193,118
0.82,0.713,0.817,22,60,0.54,0.49,0.59,0.52,0.79,0.781,36,151,100,0.01,0,55.166,119
0.98,0.686,0.807,32,78,0.91,0.5,1.0,0.76,0.679,0.703,145,229,100,0.01,0,70.318,120
0.86,0.688,0.761,3,71,0.93,0.47,0.96,0.53,0.771,0.72,60,98,100,0.01,0,162.198,121
0.8,0.633,0.689,16,33,0.96,0.4,0.98,0.51,0.741,0.67,4,184,100,0.01,0,210.851,122
0.79,0.562,0.523,39,85,0.57,0.28,0.66,0.51,0.572,0.61,15,54,100,0.01,0,37.432,123
0.34,0.802,0.775,1,65,0.97,0.46,1.0,0.97,0.663,0.759,266,398,100,0.01,0,33.485,124
0.99,0.685,0.661,26,93,1.0,0.43,0.87,0.6,0.685,0.654,31,93,100,0.01,0,54.883,125
0.98,0.509,0.645,40,70,0.6,0.33,0.7,0.54,0.551,0.651,177,217,100,0.01,0,191.821,126
0.93,0.53,0.721,19,53,1.0,0.49,1.0,1.0,0.737,0.599,122,293,100,0.01,0,84.34,127
1.0,0.692,0.641,15,82,1.0,0.49,1.0,1.0,0.808,0.632,23,200,100,0.01,0,66.306,128
0.97,0.833,0.848,28,43,0.95,0.48,1.0,0.8,0.959,0.93,16,74,100,0.01,0,32.676,129
0.98,0.79,0.85,20,49,0.94,0.4,1.0,0.53,0.766,0.85,178,215,100,0.01,0,27.841,130
1.0,0.628,0.71,52,142,0.94,0.46,0.74,0.51,0.675,0.719,105,156,100,0.01,0,30.794,131
0.8,0.521,0.618,12,49,0.18,0.13,0.53,0.53,0.611,0.576,90,116,100,0.01,0,56.503,132
0.97,0.675,0.695,71,112,1.0,0.49,1.0,0.52,0.658,0.688,84,149,100,0.01,0,101.159,133
1.0,0.729,0.634,16,29,0.94,0.47,1.0,0.53,0.778,0.74,53,96,100,0.01,0,42.822,134
0.88,0.529,0.58,27,64,1.0,0.49,1.0,1.0,0.653,0.56,32,158,100,0.01,0,41.358,135
1.0,0.682,0.634,5,64,0.84,0.5,1.0,0.99,0.749,0.625,119,305,100,0.01,0,63.816,136
0.98,0.738,0.764,31,63,0.89,0.45,0.92,0.84,0.635,0.769,29,140,100,0.01,0,88.353,137
1.0,0.459,0.37,23,65,0.99,0.08,0.92,0.52,0.429,0.388,32,140,100,0.01,0,76.88,138
1.0,0.521,0.543,27,122,0.92,0.48,1.0,0.75,0.548,0.582,157,237,100,0.01,0,32.709,139
0.97,0.708,0.642,33,85,0.92,0.48,0.88,0.88,0.688,0.725,92,253,100,0.01,0,33.719,140
0.98,0.676,0.648,24,44,0.83,0.5,0.62,0.53,0.618,0.672,33,79,100,0.01,0,39.167,141
0.95,0.807,0.866,12,70,0.91,0.48,1.0,1.0,0.571,0.832,60,559,100,0.01,0,57.327,142
0.89,0.598,0.658,84,132,0.57,0.26,0.89,0.56,0.628,0.681,80,121,100,0.01,0,49.839,143
1.0,0.7,0.652,29,76,0.71,0.47,0.8,0.54,0.698,0.663,100,155,100,0.01,0,50.106,144
1.0,0.633,0.689,19,66,0.64,0.28,1.0,0.51,0.683,0.591,59,145,100,0.01,0,86.136,145
1.0,0.809,0.728,11,50,0.78,0.29,0.86,0.51,0.669,0.733,88,125,100,0.01,0,35.292,146
1.0,0.863,0.812,6,26,0.96,0.45,1.0,0.85,0.704,0.845,29,131,100,0.01,0,55.972,147
1.0,0.73,0.751,1,29,0.57,0.49,1.0,1.0,0.603,0.727,30,219,100,0.01,0,73.837,148
0.97,0.584,0.539,105,134,0.94,0.35,0.98,0.53,0.553,0.53,268,348,100,0.01,0,106.07,149
0.78,0.59,0.673,8,42,0.87,0.5,1.0,0.91,0.662,0.629,17,189,100,0.01,0,49.483,150
0.98,0.705,0.639,33,56,0.98,0.49,0.96,0.62,0.673,0.639,33,87,100,0.01,0,56.013,151
1.0,0.712,0.791,27,65,0.34,0.07,0.67,0.5,0.643,0.818,22,80,100,0.01,0,38.924,152
1.0,0.709,0.603,20,40,0.92,0.45,1.0,0.53,0.624,0.577,5,76,100,0.01,0,83.497,153
1.0,0.613,0.601,10,61,0.97,0.07,0.81,0.53,0.718,0.717,93,140,100,0.01,0,67.236,154
0.96,0.897,0.775,3,48,0.79,0.01,0.7,0.5,0.846,0.908,237,300,100,0.01,0,45.131,155
0.89,0.789,0.764,21,56,0.99,0.46,1.0,0.55,0.735,0.763,274,320,100,0.01,0,54.909,156
0.98,0.704,0.662,19,62,0.81,0.22,0.92,0.51,0.513,0.654,82,180,100,0.01,0,112.499,157
0.78,0.54,0.541,84,141,0.78,0.0,0.89,0.5,0.625,0.541,84,220,100,0.01,0,49.993,158
1.0,0.622,0.612,11,56,0.72,0.4,0.99,0.5,0.636,0.681,41,68,100,0.01,0,30.735,159
1.0,0.604,0.58,15,39,0.97,0.33,0.75,0.53,0.515,0.579,100,151,100,0.01,0,89.707,160
0.87,0.524,0.529,8,35,0.29,0.19,0.77,0.51,0.505,0.525,6,34,100,0.01,0,173.776,161
0.94,0.699,0.431,19,43,0.94,0.47,1.0,0.76,0.718,0.431,19,72,100,0.01,0,64.028,162
0.98,0.799,0.776,15,47,0.97,0.29,0.98,0.51,0.722,0.75,56,120,100,0.01,0,38.837,163
1.0,0.711,0.724,8,65,0.62,0.46,1.0,1.0,0.596,0.711,64,199,100,0.01,0,65.346,164
0.94,0.638,0.881,13,52,0.6,0.5,0.74,0.69,0.624,0.757,22,103,100,0.01,0,49.671,165
1.0,0.7,0.789,21,62,0.61,0.48,0.79,0.53,0.608,0.796,40,71,100,0.01,0,44.136,166
0.97,0.674,0.679,12,58,0.44,0.5,0.77,0.56,0.65,0.671,68,93,100,0.01,0,35.281,167
1.0,0.662,0.608,20,36,0.75,0.23,0.83,0.52,0.696,0.827,441,461,100,0.01,0,93.602,168
0.96,0.763,0.814,20,67,0.65,0.45,0.88,0.52,0.798,0.806,27,115,100,0.01,0,43.201,169
0.98,0.562,0.616,42,84,0.98,0.27,0.98,0.55,0.548,0.616,42,64,100,0.01,0,43.966,170
0.81,0.744,0.745,12,51,1.0,0.47,1.0,0.51,0.653,0.816,83,122,100,0.01,0,72.846,171
1.0,0.877,0.671,44,68,0.92,0.46,0.83,0.57,0.791,0.89,89,142,100,0.01,0,52.023,172
0.99,0.795,0.73,12,59,0.98,0.34,1.0,0.54,0.749,0.806,49,78,100,0.01,0,63.024,173
1.0,0.696,0.658,18,48,0.86,0.5,0.98,0.71,0.726,0.696,132,226,100,0.01,0,66.834,174
0.89,0.644,0.674,12,112,0.89,0.49,0.95,0.9,0.643,0.674,12,260,100,0.01,0,51.662,175
0.96,0.895,0.887,5,49,1.0,0.44,0.71,0.5,0.913,0.945,104,173,100,0.01,0,97.919,176
0.41,0.675,0.62,20,57,0.41,0.23,0.88,0.53,0.659,0.62,20,45,100,0.01,0,54.859,177
0.79,0.646,0.602,16,68,0.86,0.04,0.95,0.54,0.731,0.707,48,131,100,0.01,0,51.301,178
0.91,0.57,0.626,6,47,0.91,0.49,1.0,1.0,0.552,0.626,6,102,100,0.01,0,98.967,179
1.0,0.56,0.561,13,37,0.83,0.35,0.82,0.5,0.613,0.598,94,122,100,0.01,0,47.359,180
1.0,0.732,0.734,85,131,0.91,0.48,1.0,1.0,0.575,0.734,173,288,100,0.01,0,51.841,181
0.96,0.746,0.785,53,97,0.86,0.49,0.83,0.63,0.723,0.763,79,149,100,0.01,0,114.966,182
1.0,0.764,0.748,7,27,0.53,0.0,0.98,0.52,0.762,0.778,47,74,100,0.01,0,85.015,183
1.0,0.672,0.664,23,78,0.52,0.32,0.95,0.52,0.691,0.575,60,79,100,0.01,0,65.995,184
1.0,0.59,0.569,23,68,0.88,0.41,0.99,0.55,0.543,0.628,142,192,100,0.01,0,58.827,185
0.71,0.59,0.614,5,55,1.0,0.24,1.0,0.56,0.619,0.617,101,167,100,0.01,0,62.041,186
1.0,0.711,0.76,28,59,0.94,0.4,0.93,0.55,0.778,0.693,45,87,100,0.01,0,93.098,187
0.97,0.889,0.853,18,62,0.64,0.5,1.0,1.0,0.739,0.837,413,538,100,0.01,0,35.895,188
1.0,0.728,0.68,26,50,0.9,0.18,0.94,0.5,0.752,0.736,87,163,100,0.01,0,32.606,189
0.99,0.834,0.782,34,79,0.85,0.49,0.95,0.5,0.768,0.82,26,56,100,0.01,0,35.587,190
1.0,0.68,0.635,25,50,0.99,0.49,1.0,1.0,0.752,0.658,83,406,100,0.01,0,50.845,191
0.99,0.78,0.83,55,83,1.0,0.49,0.89,0.79,0.902,0.67,209,305,100,0.01,0,33.455,192
1.0,0.61,0.558,15,53,1.0,0.47,1.0,0.59,0.609,0.603,54,183,100,0.01,0,66.264,193
0.93,0.724,0.789,8,30,0.93,0.5,1.0,0.5,0.759,0.789,8,77,100,0.01,0,176.272,194
1.0,0.653,0.659,8,68,1.0,0.5,1.0,0.69,0.762,0.647,107,158,100,0.01,0,48.569,195
1.0,0.683,0.748,30,70,0.8,0.36,0.8,0.51,0.666,0.743,24,98,100,0.01,0,102.134,196
0.83,0.828,0.84,27,47,0.81,0.5,0.72,0.52,0.59,0.827,30,150,100,0.01,0,33.234,197
1.0,0.776,0.624,15,49,0.67,0.5,0.72,0.52,0.713,0.733,57,85,100,0.01,0,93.647,198
1.0,0.556,0.471,7,31,0.98,0.33,1.0,0.51,0.432,0.524,49,125,100,0.01,0,72.582,199
0.99,0.823,0.895,14,63,1.0,0.49,1.0,0.62,0.878,0.784,102,226,100,0.5,0,101.123,200
0.97,0.875,0.818,1,35,1.0,0.46,1.0,1.0,0.761,0.808,280,373,100,0.5,0,73.829,201
0.82,0.76,0.856,37,57,1.0,0.03,1.0,0.5,0.852,0.859,316,398,100,0.5,0,82.681,202
1.0,0.747,0.788,39,77,0.98,0.45,1.0,1.0,0.862,0.797,330,450,100,0.5,0,64.731,203
0.96,0.828,0.865,3,26,0.71,0.48,1.0,1.0,0.885,0.767,269,473,100,0.5,0,97.407,204
0.96,0.827,0.828,14,35,0.98,0.04,0.99,0.5,0.908,0.863,113,139,100,0.5,0,27.239,205
1.0,0.889,0.842,5,33,0.96,0.05,1.0,0.5,0.843,0.893,140,161,100,0.5,0,64.743,206
1.0,0.895,0.768,17,34,1.0,0.42,1.0,0.52,0.824,0.806,213,337,100,0.5,0,118.273,207
0.99,0.794,0.855,5,29,0.95,0.45,0.98,0.54,0.885,0.887,328,450,100,0.5,0,155.746,208
0.92,0.814,0.872,1,42,1.0,0.49,1.0,1.0,0.903,0.831,56,289,100,0.5,0,176.608,209
1.0,0.754,0.759,77,111,1.0,0.46,1.0,0.58,0.862,0.839,228,297,100,0.5,0,57.492,210
0.99,0.839,0.901,6,40,0.95,0.29,1.0,0.5,0.939,0.898,314,344,100,0.5,0,34.072,211
0.89,0.849,0.746,14,49,0.99,0.39,1.0,0.51,0.857,0.915,203,256,100,0.5,0,47.573,212
0.94,0.681,0.687,23,54,0.98,0.46,0.97,0.83,0.742,0.771,257,398,100,0.5,0,310.303,213
0.98,0.792,0.695,39,109,0.66,0.44,0.66,0.5,0.703,0.792,251,286,100,0.5,0,35.472,214
0.91,0.844,0.854,24,44,1.0,0.06,1.0,0.55,0.866,0.902,106,236,100,0.5,0,162.261,215
0.57,0.781,0.77,21,60,1.0,0.49,1.0,0.94,0.797,0.817,224,504,100,0.5,0,37.809,216
0.88,0.827,0.807,7,26,0.92,0.49,1.0,0.66,0.877,0.873,317,419,100,0.5,0,63.792,217
0.82,0.716,0.706,17,43,0.85,0.28,0.98,0.5,0.782,0.813,288,356,100,0.5,0,33.326,218
1.0,0.894,0.892,57,78,0.93,0.49,1.0,0.69,0.846,0.795,188,256,100,0.5,0,40.679,219
0.86,0.852,0.882,14,42,0.86,0.5,1.0,0.89,0.829,0.882,14,76,100,0.5,0,138.139,220
1.0,0.821,0.85,12,55,0.8,0.43,0.93,0.51,0.699,0.772,103,170,100,0.5,0,55.755,221
0.96,0.916,0.944,17,44,0.96,0.47,0.97,0.52,0.892,0.944,17,76,100,0.5,0,158.715,222
1.0,0.762,0.822,5,21,0.91,0.5,0.97,0.5,0.769,0.838,6,23,100,0.5,0,38.604,223
0.97,0.849,0.81,56,98,0.9,0.19,1.0,0.52,0.84,0.844,505,556,100,0.5,0,29.811,224
1.0,0.82,0.863,61,94,0.92,0.33,1.0,0.55,0.781,0.927,1,339,100,0.5,0,25.421,225
0.97,0.897,0.838,2,32,1.0,0.5,1.0,1.0,0.803,0.872,122,539,100,0.5,0,40.136,226
0.89,0.777,0.734,56,86,0.99,0.07,0.86,0.5,0.827,0.856,248,274,100,0.5,0,32.74,227
1.0,0.607,0.646,20,44,0.98,0.48,1.0,0.64,0.761,0.802,389,496,100,0.5,0,41.52,228
0.68,0.775,0.808,8,25,0.89,0.29,0.91,0.51,0.876,0.858,364,467,100,0.5,0,55.617,229
0.99,0.887,0.885,4,23,1.0,0.47,1.0,0.87,0.88,0.846,645,736,100,0.5,0,50.535,230
1.0,0.842,0.809,18,40,0.82,0.47,1.0,0.8,0.788,0.82,25,74,100,0.5,0,29.455,231
0.91,0.818,0.83,32,53,0.99,0.45,1.0,1.0,0.819,0.782,160,447,100,0.5,0,44.168,232
1.0,0.817,0.797,17,37,1.0,0.5,1.0,1.0,0.882,0.797,17,377,100,0.5,0,38.26,233
0.78,0.816,0.871,14,63,0.97,0.46,0.93,0.52,0.795,0.888,379,490,100,0.5,0,84.634,234
1.0,0.874,0.824,5,46,1.0,0.25,0.97,0.51,0.835,0.874,116,198,100,0.5,0,62.832,235
1.0,0.811,0.911,14,38,0.94,0.47,1.0,1.0,0.774,0.914,19,157,100,0.5,0,95.006,236
1.0,0.86,0.849,2,40,0.98,0.45,1.0,1.0,0.881,0.868,66,251,100,0.5,0,36.107,237
0.76,0.817,0.741,28,57,0.99,0.5,1.0,1.0,0.816,0.841,48,271,100,0.5,0,74.643,238
